# Channel: Detail 5
# Lateral units: m
# Value units: m
2.6978e-010	2.6978e-010	-4.8984e-008
8.0933e-010	2.6978e-010	-4.9325e-008
1.3489e-009	2.6978e-010	-4.9746e-008
1.8884e-009	2.6978e-010	-4.9797e-008
2.428e-009	2.6978e-010	-4.9828e-008
2.9675e-009	2.6978e-010	-4.9627e-008
3.5071e-009	2.6978e-010	-4.9379e-008
4.0466e-009	2.6978e-010	-4.9362e-008
4.5862e-009	2.6978e-010	-4.9468e-008
5.1257e-009	2.6978e-010	-4.9571e-008
5.6653e-009	2.6978e-010	-4.9568e-008
6.2048e-009	2.6978e-010	-4.9627e-008
6.7444e-009	2.6978e-010	-4.984e-008
7.2839e-009	2.6978e-010	-4.9791e-008
7.8235e-009	2.6978e-010	-4.9784e-008
8.363e-009	2.6978e-010	-4.9841e-008
8.9026e-009	2.6978e-010	-4.9778e-008
9.4422e-009	2.6978e-010	-4.9604e-008
9.9817e-009	2.6978e-010	-4.9322e-008
1.0521e-008	2.6978e-010	-4.9051e-008
1.1061e-008	2.6978e-010	-4.8866e-008
1.16e-008	2.6978e-010	-4.8809e-008
1.214e-008	2.6978e-010	-4.8731e-008
1.2679e-008	2.6978e-010	-4.8525e-008
1.3219e-008	2.6978e-010	-4.8359e-008
1.3759e-008	2.6978e-010	-4.8295e-008
1.4298e-008	2.6978e-010	-4.8323e-008
1.4838e-008	2.6978e-010	-4.8402e-008
1.5377e-008	2.6978e-010	-4.8365e-008
1.5917e-008	2.6978e-010	-4.8241e-008
1.6456e-008	2.6978e-010	-4.8207e-008
1.6996e-008	2.6978e-010	-4.8403e-008
1.7535e-008	2.6978e-010	-4.8536e-008
1.8075e-008	2.6978e-010	-4.8486e-008
1.8615e-008	2.6978e-010	-4.8619e-008
1.9154e-008	2.6978e-010	-4.8792e-008
1.9694e-008	2.6978e-010	-4.8956e-008
2.0233e-008	2.6978e-010	-4.9209e-008
2.0773e-008	2.6978e-010	-4.9588e-008
2.1312e-008	2.6978e-010	-4.9888e-008
2.1852e-008	2.6978e-010	-4.9983e-008
2.2391e-008	2.6978e-010	-5.0107e-008
2.2931e-008	2.6978e-010	-5.038e-008
2.347e-008	2.6978e-010	-5.0501e-008
2.401e-008	2.6978e-010	-5.0306e-008
2.455e-008	2.6978e-010	-5.0197e-008
2.5089e-008	2.6978e-010	-5.0024e-008
2.5629e-008	2.6978e-010	-4.9895e-008
2.6168e-008	2.6978e-010	-4.9659e-008
2.6708e-008	2.6978e-010	-4.9371e-008
2.7247e-008	2.6978e-010	-4.9069e-008
2.7787e-008	2.6978e-010	-4.8596e-008
2.8326e-008	2.6978e-010	-4.8223e-008
2.8866e-008	2.6978e-010	-4.8184e-008
2.9406e-008	2.6978e-010	-4.8061e-008
2.9945e-008	2.6978e-010	-4.7893e-008
3.0485e-008	2.6978e-010	-4.7852e-008
3.1024e-008	2.6978e-010	-4.7932e-008
3.1564e-008	2.6978e-010	-4.8045e-008
3.2103e-008	2.6978e-010	-4.8253e-008
3.2643e-008	2.6978e-010	-4.8349e-008
3.3182e-008	2.6978e-010	-4.833e-008
3.3722e-008	2.6978e-010	-4.8419e-008
3.4262e-008	2.6978e-010	-4.8602e-008
3.4801e-008	2.6978e-010	-4.8767e-008
3.5341e-008	2.6978e-010	-4.8768e-008
3.588e-008	2.6978e-010	-4.8704e-008
3.642e-008	2.6978e-010	-4.8646e-008
3.6959e-008	2.6978e-010	-4.8482e-008
3.7499e-008	2.6978e-010	-4.83e-008
3.8038e-008	2.6978e-010	-4.8125e-008
3.8578e-008	2.6978e-010	-4.794e-008
3.9117e-008	2.6978e-010	-4.775e-008
3.9657e-008	2.6978e-010	-4.7667e-008
4.0197e-008	2.6978e-010	-4.7747e-008
4.0736e-008	2.6978e-010	-4.7871e-008
4.1276e-008	2.6978e-010	-4.8139e-008
4.1815e-008	2.6978e-010	-4.8269e-008
4.2355e-008	2.6978e-010	-4.8474e-008
4.2894e-008	2.6978e-010	-4.8569e-008
4.3434e-008	2.6978e-010	-4.8699e-008
4.3973e-008	2.6978e-010	-4.8662e-008
4.4513e-008	2.6978e-010	-4.8463e-008
4.5053e-008	2.6978e-010	-4.8297e-008
4.5592e-008	2.6978e-010	-4.8086e-008
4.6132e-008	2.6978e-010	-4.8166e-008
4.6671e-008	2.6978e-010	-4.8497e-008
4.7211e-008	2.6978e-010	-4.8828e-008
4.775e-008	2.6978e-010	-4.8876e-008
4.829e-008	2.6978e-010	-4.8953e-008
4.8829e-008	2.6978e-010	-4.8835e-008
4.9369e-008	2.6978e-010	-4.8856e-008
4.9909e-008	2.6978e-010	-4.8876e-008
5.0448e-008	2.6978e-010	-4.9013e-008
5.0988e-008	2.6978e-010	-4.9152e-008
