2.298057000000000016e-01,2.987179660000000014e-01,7.536831529999999946e-01
2.389484589019607863e-01,3.123654946588235171e-01,7.656759021764705242e-01
2.526625972549019217e-01,3.328367876470588183e-01,7.836650259411764852e-01
2.618053561568627341e-01,3.464843163058823894e-01,7.956577751176470148e-01
2.758271229411764502e-01,3.667169155294117688e-01,8.125529353725490234e-01
2.852727775294117696e-01,3.801294226352941452e-01,8.234685512470588664e-01
2.994412594117646931e-01,4.002481832941176543e-01,8.398419750588235200e-01
3.139463511294117715e-01,4.200516616941176173e-01,8.549925410352940958e-01
3.237184152549019700e-01,4.331584405490195855e-01,8.647223553725490452e-01
3.383765114431372956e-01,4.528186088313725377e-01,8.793170768784313029e-01
3.483233414117647420e-01,4.657111465098038861e-01,8.883461629411764093e-01
3.634607953411764791e-01,4.847836818509804191e-01,9.010188868941176876e-01
3.785982492705882163e-01,5.038562171921568966e-01,9.136916108470588549e-01
3.888518719529411305e-01,5.162984355764705935e-01,9.213734830823528954e-01
4.044212904941176245e-01,5.346434904470588334e-01,9.320019126352940830e-01
4.148009028549019539e-01,5.468735270274510674e-01,9.390875323372549488e-01
4.305068882509803796e-01,5.648827414588235563e-01,9.488894191803921574e-01
4.411227243607843129e-01,5.765318648470588725e-01,9.545453433843137381e-01
4.570464785254901852e-01,5.940055499294117913e-01,9.630292296901959981e-01
4.730701729882352824e-01,6.110774376156862253e-01,9.706335882627450395e-01
4.838543295999999660e-01,6.220498495999999822e-01,9.748082026000000067e-01
5.000305645176470470e-01,6.385084675764706175e-01,9.810701241058823463e-01
5.108243242509803439e-01,6.493966148235293945e-01,9.850787763764706773e-01
5.271322591215685804e-01,6.646996021176470038e-01,9.890646466823529437e-01
5.434401939921568170e-01,6.800025894117647240e-01,9.930505169882353211e-01
5.543118699137253858e-01,6.900970112156862291e-01,9.955155482352940899e-01
5.706164368784313323e-01,7.041091618039215794e-01,9.971948310588235609e-01
5.814861481882352967e-01,7.134505955294117019e-01,9.983143529411764305e-01
5.977767754941176737e-01,7.273297248823529237e-01,9.997767317764705286e-01
6.085473603411764021e-01,7.357252298235293919e-01,9.993538252980391778e-01
6.247032376117647168e-01,7.483184872352941497e-01,9.987194655803921517e-01
6.408277823725490041e-01,7.607515064117646997e-01,9.978457748823529316e-01
6.513978391568626680e-01,7.681214866470587044e-01,9.958911501294117619e-01
6.672529243333333859e-01,7.791764569999999335e-01,9.929592130000000072e-01
6.778229811176470498e-01,7.865464372352940492e-01,9.910045882470588374e-01
6.933212848235293935e-01,7.963141317058822777e-01,9.863077805294118150e-01
7.087196897176470944e-01,8.057213889294116971e-01,9.811168090470587799e-01
7.189852929803921544e-01,8.119928937450979767e-01,9.776561613921568306e-01
7.338977872549018455e-01,8.200178787647058876e-01,9.707243660980392486e-01
7.437542026274509555e-01,8.251253648823528852e-01,9.657977615490196399e-01
7.585388256862745093e-01,8.327865940588234928e-01,9.584078547254901714e-01
7.727059486039214997e-01,8.389782172392156179e-01,9.493187599137254962e-01
7.820491171058823188e-01,8.428642126588234973e-01,9.429798432705882583e-01
7.960638698588236029e-01,8.486932057882352609e-01,9.334714683058823459e-01
8.049647588235294693e-01,8.516661605568627280e-01,9.261650744313725259e-01
8.180564934117646736e-01,8.555896775450980707e-01,9.146376165490196497e-01
8.267843164705882542e-01,8.582053555372548548e-01,9.069526446274509546e-01
8.393514427725490279e-01,8.611668256549019906e-01,8.944937634156863160e-01
8.513716370313725301e-01,8.631253107372548472e-01,8.810638238392157762e-01
8.593850998705881983e-01,8.644309674588235293e-01,8.721105307882353053e-01
8.714925112588235434e-01,8.623093793176470623e-01,8.570162640588235847e-01
8.796222636039215947e-01,8.581749384078430909e-01,8.458438681372549839e-01
8.918168921215686717e-01,8.519732770431371893e-01,8.290852742549019716e-01
9.028486703176471506e-01,8.447956505882352474e-01,8.119698337411764832e-01
9.094595977529411623e-01,8.393864797647058174e-01,8.003313524235293741e-01
9.193759889058823465e-01,8.312727235294118389e-01,7.828736304470588214e-01
